RxNodeID,TxID,CouplingLoss,BestRSRPNode
964,122,-125.62251532824727,123
965,0,-112.1499227642282,62
965,61,-134.27950547576017,62
965,122,-117.27066265860128,62
966,0,-142.89464176109038,123
966,61,-154.76662333920214,123
966,122,-129.37316142279946,123
967,0,-147.5153012878195,68
967,61,-167.49222815324566,68
967,122,-147.94267368220926,68
968,0,-110.83067441879966,62
968,61,-122.43395824299208,62
968,122,-96.92546883567161,62
969,0,-172.0129306545491,1
969,61,-194.99889673714253,1
969,122,-179.06285676661818,1
970,0,-143.80908066646896,123
970,61,-162.74669405773284,123
970,122,-142.19556223581458,123
971,0,-158.17476738371653,68
971,61,-175.49892758185837,68
971,122,-153.55265104049127,68
972,0,-156.90228746801364,123
972,61,-174.98559056349015,123
972,122,-153.6762954167928,123
973,0,-154.0176636476789,123
973,61,-171.07790571330216,123
973,122,-148.93616259934873,123
974,0,-144.2741249094902,62
974,61,-163.12821510693212,62
974,122,-142.5207063167794,62
975,0,-126.9705759366464,123
975,61,-141.3577130606967,123
975,122,-117.36371707738932,123
976,0,-166.87017677374928,123
976,61,-178.82500333575615,123
976,122,-153.45913217952767,123
977,0,-109.71708438802966,62
977,61,-124.94684527816271,62
977,122,-101.50627673202932,62
978,0,-118.2701280069781,1
978,61,-142.45214292493725,1
978,122,-128.36677515065367,1
979,0,-152.9292738848494,62
979,61,-162.26766141510527,62
979,122,-135.74842131450276,62
980,0,-144.35266210325665,1
980,61,-164.76675796104485,1
980,122,-145.68685198657676,1
981,0,-133.25132396263612,62
981,61,-159.8325027431668,62
981,122,-150.61610340233437,62
982,0,-126.8905745286431,62
982,61,-151.15836851214516,62
982,122,-137.25085855553644,62
983,0,-125.32732961065929,62
983,61,-146.56378819544864,62
983,122,-128.44328434707987,62
984,0,-136.6727318224343,1
984,61,-160.91298207597382,1
984,122,-146.9245282220803,1
985,0,-150.96610831943215,123
985,61,-168.63494135820224,123
985,122,-146.99210714224665,123
986,0,-133.5897458037844,1
986,61,-157.0723226802053,1
986,122,-141.88214009519464,1
987,0,-127.89341502375007,123
987,61,-146.2046232513176,123
987,122,-125.1029186728401,123
988,0,-134.92034272372035,62
988,61,-159.53338251298158,62
988,122,-146.33215181124112,62
989,0,-136.4155974568828,123
989,61,-155.3253155257907,123
989,122,-134.75068515320882,123
990,0,-147.30277161281674,1
990,61,-173.2449620537085,1
990,122,-162.4852743374035,1
991,0,-158.38821089040925,6
991,61,-165.39161288465982,6
991,122,-137.976869837288,6
992,0,-118.52441431865358,1
992,61,-141.13139817060716,1
992,122,-124.69066764031143,1
993,0,-152.02951496555386,62
993,61,-169.782869582508,62
993,122,-148.21298531516356,62
994,0,-168.44798337757078,123
994,61,-183.54873255821883,123
994,122,-160.01427519437686,123
995,0,-129.09343308974672,1
995,61,-155.9254463981657,1
995,122,-147.29958204042794,1
996,0,-130.70918767424627,123
996,61,-139.81483832932557,123
996,122,-113.1671294977492,123
997,0,-148.10045001372856,123
997,61,-167.2513925765772,123
997,122,-146.8916825192675,123
998,0,-152.25350420201465,62
998,61,-166.01460763349726,62
998,122,-141.6542908661386,62
999,0,-157.72023156995417,1
999,61,-180.0326915202674,1
999,122,-163.18255566185653,1
1000,0,-131.61761399198932,68
1000,61,-154.88540633382743,68
1000,122,-139.35332286730343,68
1001,0,-121.61630395586904,1
1001,61,-142.001394988177,1
1001,122,-122.87913242358034,1
1002,0,-145.8131677975891,1
1002,61,-172.08802268509314,1
1002,122,-162.0745114166273,1
1003,0,-120.01866749116054,62
1003,61,-145.43464138746134,62
1003,122,-133.69653862063547,62
1004,0,-132.27437632053156,62
1004,61,-152.078286689,62
1004,122,-132.44296206437727,62
1005,0,-131.48800406946737,123
1005,61,-147.0463752397372,123
1005,122,-123.81075506931944,123
1006,0,-126.76582225483222,62
1006,61,-150.5625261159848,62
1006,122,-135.95551175205424,62
1007,0,-133.54480415262321,123
1007,61,-150.60069248722837,123
1007,122,-128.44862170923832,123
1008,0,-131.0480778531121,62
1008,61,-150.0277734727975,62
1008,122,-129.56057712996298,62
1009,0,-127.74891479679695,68
1009,61,-148.7067249925375,68
1009,122,-130.21511622737094,68
1010,0,-110.38115436818822,62
1010,61,-133.3269611260759,62
1010,122,-117.4139501519271,62
1011,0,-158.3195463716658,123
1011,61,-172.3836805868082,123
1011,122,-148.17948252982882,123
1012,0,-121.13248292188845,62
1012,61,-146.42237389586452,62
1012,122,-134.4355131114721,62
1013,0,-162.93946740113864,130
1013,61,-181.64690720279316,130
1013,122,-160.87902398500609,130
1014,0,-109.83063874696673,62
1014,61,-135.1087056022999,62
1014,122,-123.0280493067468,62
1015,0,-123.35833747963426,68
1015,61,-142.39152504744285,68
1015,122,-121.92249492522117,68
1016,0,-149.40714487525793,1
1016,61,-173.65234928897064,1
1016,122,-159.66096833337383,1
1017,0,-149.17615287200516,6
1017,61,-156.30954645753866,6
1017,122,-128.94880820359083,6
1018,0,-129.49174240730082,124
1018,61,-156.56906032126614,124
1018,122,-148.6794320458613,124
1019,0,-114.29023016276487,62
1019,61,-138.50210907150486,62
1019,122,-124.53097750327551,62
1020,0,-138.17730107821683,124
1020,61,-165.0138743628535,124
1020,122,-156.3941478719922,124
1021,0,-118.1062998462266,1
1021,61,-144.25117244529068,1
1021,122,-133.93539672220928,1
1022,0,-142.16208244309414,1
1022,61,-165.769899921774,1
1022,122,-150.77673145339273,1
1023,0,-149.78799508525583,123
1023,61,-164.76233117884857,123
1023,122,-141.14043682277696,123
1024,0,-134.19148859863986,62
1024,61,-157.18123435185083,62
1024,122,-141.3078785309815,62
1025,0,-158.8768617057434,123
1025,61,-177.67648664909711,123
1025,122,-157.00606934947126,123
1026,0,-144.16540324806834,62
1026,61,-159.81459203653273,62
1026,122,-136.6819401192021,62
1027,0,-158.1364654628619,123
1027,61,-166.5000142143774,123
1027,122,-139.56100810653192,123
1028,0,-144.50764596441672,62
1028,61,-167.82594331185638,62
1028,122,-152.41140310392834,62
1029,0,-152.48170155592078,1
1029,61,-174.2738778078501,1
1029,122,-156.7763035774426,1
1030,0,-150.43602950891565,62
1030,61,-160.36747974800954,62
1030,122,-134.08982507220682,62
1031,0,-130.70348748709745,1
1031,61,-156.00311737998885,1
1031,122,-143.9236724514989,1
1032,0,-158.13757815611353,1
1032,61,-179.4984913711601,1
1032,122,-161.4657043187122,1
1033,0,-141.49447035149942,79
1033,61,-154.67919148274842,79
1033,122,-130.02656028661067,79
1034,0,-132.489666091046,1
1034,61,-156.7002461995494,1
1034,122,-142.64594201398987,1
1035,0,-142.95185760801863,1
1035,61,-167.4168087470449,1
1035,122,-153.78886935276122,1
1036,0,-126.6414770476266,123
1036,61,-140.92769436060587,123
1036,122,-116.86345503819956,123
1037,0,-150.2686044903209,68
1037,61,-167.72058206979253,68
1037,122,-145.87777785796467,68
1038,0,-117.07424650893977,1
1038,61,-137.77971539255958,1
1038,122,-119.00326007019284,1
1039,0,-157.17188138042815,123
1039,61,-170.59158263105863,123
1039,122,-146.00895170232263,123
1040,0,-129.127556405378,62
1040,61,-141.76367421872354,62
1040,122,-116.79610199580316,62
1041,0,-151.48817381170636,1
1041,61,-175.9026360708502,1
1041,122,-162.18937124092838,1
1042,0,-153.8348036419608,1
1042,61,-175.71996240119103,1
1042,122,-158.32426910941908,1
1043,0,-149.96475554694902,1
1043,61,-173.6881786895147,1
1043,122,-158.87858136136236,1
1044,0,-162.00358564146072,123
1044,61,-177.4392034871993,123
1044,122,-154.11151683539435,123
1045,0,-131.6108560277177,62
1045,61,-153.72762649454737,62
1045,122,-136.6806521098095,62
1046,0,-130.80189069300928,124
1046,61,-152.11362266279818,124
1046,122,-134.15245061265094,124
1047,0,-149.3712271210976,123
1047,61,-168.90007235661076,123
1047,122,-148.91746693076743,123
1048,0,-128.79193535647937,123
1048,61,-147.43425393862907,123
1048,122,-126.60363999782409,123
1049,0,-164.576868004964,6
1049,61,-173.72391494895174,6
1049,122,-147.09263970623135,6
1050,0,-123.49102899462795,62
1050,61,-149.66168027331946,62
1050,122,-139.54174531950997,62
1051,0,-149.78104924558556,62
1051,61,-167.49846847492663,62
1051,122,-145.8973730829016,62
1052,0,-172.21609906349607,1
1052,61,-193.56871675529092,1
1052,122,-175.52532959661823,1
1053,0,-152.80356775642858,123
1053,61,-165.0664773610263,123
1053,122,-139.86149117819386,123
1054,0,-162.88308436522925,123
1054,61,-178.03217232141782,123
1054,122,-154.52075715945932,123
1055,0,-108.22074858539553,62
1055,61,-124.66047238348813,62
1055,122,-102.1020887247469,62
1056,0,-106.92350779448248,1
1056,61,-132.45753393532797,1
1056,122,-120.86759205672924,1
1057,0,-134.09383988500997,62
1057,61,-151.10232372739205,62
1057,122,-129.005874900527,62
1058,0,-160.3949649930558,123
1058,61,-176.0605003765653,123
1058,122,-152.90708550143876,123
1059,0,-162.2879640012099,123
1059,61,-176.88582919500712,123
1059,122,-153.01373140259793,123
1060,0,-149.8085209693245,1
1060,61,-171.44584784562468,1
1060,122,-153.75003939068867,1
1061,0,-131.22111745621928,122
1061,61,-143.38510158456393,122
1061,122,-118.1856107786235,122
1062,0,-147.36023777501586,1
1062,61,-169.3316590652762,1
1062,122,-152.0385078545276,1
1063,0,-151.4930946985103,123
1063,61,-168.97328963887452,123
1063,122,-147.17658436523143,123
1064,0,-117.89897044918659,1
1064,61,-139.84454278442738,1
1064,122,-122.52647432850577,1
1065,0,-131.38190248652637,62
1065,61,-155.47849965573477,62
1065,122,-141.29390096720599,62
1066,0,-113.92322784734938,123
1066,61,-125.6838943541677,123
1066,122,-100.23679021161652,123
1067,0,-130.78164837303117,123
1067,61,-140.24329905287888,123
1067,122,-113.7436504185169,123
1068,0,-142.63999671847552,1
1068,61,-170.0222648617122,1
1068,122,-162.91438556805514,1
1069,0,-153.09402071938385,123
1069,61,-168.59574163742468,123
1069,122,-145.3113199098788,123
1070,0,-129.81273098288545,62
1070,61,-155.41882023587127,62
1070,122,-144.00015379420154,62
1071,0,-128.56488202320185,124
1071,61,-155.63584944334215,124
1071,122,-147.72782837222871,124
1072,0,-113.08499596568961,1
1072,61,-139.2911144280325,1
1072,122,-129.13492307375935,1
1073,0,-129.24623541343604,124
1073,61,-156.52925519694548,124
1073,122,-149.14477914277938,124
1074,0,-117.49525383265458,62
1074,61,-136.84944327311564,62
1074,122,-116.77233261608525,62
1075,0,-157.3237336359757,123
1075,61,-173.6423839105449,123
1075,122,-150.9365667196273,123
1076,0,-128.1204555168883,124
1076,61,-150.61000864145407,124
1076,122,-133.99069527675965,124
1077,0,-124.05543348469436,123
1077,61,-132.79630059432583,123
1077,122,-106.01255477118528,123
1078,0,-131.57658107291817,124
1078,61,-158.7495277948144,124
1078,122,-151.04018701285352,124
1079,0,-150.22267504971907,123
1079,61,-165.0664641396931,123
1079,122,-141.35297795512713,123
1080,0,-124.45029333805026,62
1080,61,-143.2944876205951,62
1080,122,-122.7021141525334,62
1081,0,-134.0696353958176,1
1081,61,-160.4219765086041,1
1081,122,-150.59130308224192,1
1082,0,-151.24133899223776,1
1082,61,-174.93384059532048,1
1082,122,-160.04523643077928,1
1083,0,-130.75039941847436,1
1083,61,-156.3104103788879,1
1083,122,-144.77028006272397,1
1084,0,-141.25739344306194,123
1084,61,-159.40782673968067,123
1084,122,-138.1552360448327,123
1085,0,-149.2974475561914,68
1085,61,-167.3299707267668,68
1085,122,-145.96699067971895,68
1086,0,-129.35676752112911,68
1086,61,-151.74628917534048,68
1086,122,-134.99255387518738,68
1087,0,-148.24180475366785,1
1087,61,-171.39150015454618,1
1087,122,-155.72228461568994,1
1088,0,-135.39621090514052,62
1088,61,-150.99650130592812,62
1088,122,-127.8053335774127,62
1089,0,-155.80455541331364,123
1089,61,-166.74337317096644,123
1089,122,-140.88035394336595,123
1090,0,-162.23236003895795,1
1090,61,-187.2016004041022,1
1090,122,-174.47878937498143,1
1091,0,-127.36359962720586,122
1091,61,-135.6440474056477,122
1091,122,-108.70081184596924,122
1092,0,-124.08701092103149,131
1092,61,-150.99661739056918,131
1092,122,-142.60667252383942,131
1093,0,-106.7706136487721,62
1093,61,-133.22633365069643,62
1093,122,-123.78156667546118,62
1094,0,-148.37776694082004,123
1094,61,-166.90538832236626,123
1094,122,-145.97307620717663,123
1095,0,-131.00400749368325,62
1095,61,-139.73838151773217,62
1095,122,-112.99286365303135,62
1096,0,-153.70420697636567,123
1096,61,-172.47691830047134,123
1096,122,-151.77461130294557,123
1097,0,-114.52519437467608,1
1097,61,-135.30452402982942,1
1097,122,-116.60951381236883,1
1098,0,-168.0516782018545,123
1098,61,-181.9180118535894,123
1098,122,-157.59661543571906,123
1099,0,-134.32109506474256,68
1099,61,-156.39145483737832,68
1099,122,-139.22442195292953,68
1100,0,-150.23387921291112,123
1100,61,-166.2352863451437,123
1100,122,-143.29896724431472,123
1101,0,-132.10288748056183,62
1101,61,-144.70440068598907,62
1101,122,-119.70017508738067,62
1102,0,-162.27418322615927,1
1102,61,-182.13484904141512,1
1102,122,-162.4656777160719,1
1103,0,-106.75481770495529,62
1103,61,-128.40724253999258,62
1103,122,-110.78669431423184,62
1104,0,-135.05023394667376,6
1104,61,-147.5135362148848,6
1104,122,-122.41938663161515,6
1105,0,-142.7328991036854,1
1105,61,-168.9927182979991,1
1105,122,-158.95267976151223,1
1106,0,-122.73537212689276,123
1106,61,-133.06439518339454,123
1106,122,-106.93794826361942,123
1107,0,-138.8394436862053,123
1107,61,-157.41563284505537,123
1107,122,-136.53279303452877,123
1108,0,-143.46052712099134,123
1108,61,-162.02488324353686,123
1108,122,-141.1470799279324,123
1109,0,-110.98465781624827,1
1109,61,-136.83935737790745,1
1109,122,-125.910478551266,1
1110,0,-115.72257021536909,1
1110,61,-138.54452272312724,1
1110,122,-122.4084686641917,1
1111,0,-155.77366159096695,1
1111,61,-178.91871085920027,1
1111,122,-163.20989254056897,1
1112,0,-135.54229976043405,123
1112,61,-149.04776816482817,123
1112,122,-124.51375825164365,123
1113,0,-142.13790932959643,1
1113,61,-161.94794569856523,1
1113,122,-142.2346034629564,1
1114,0,-149.00999474972343,123
1114,61,-168.74076539075688,123
1114,122,-148.9537037596239,123
1115,0,-160.4477940489437,123
1115,61,-175.31723433788164,123
1115,122,-151.61807192079056,123
1116,0,-132.9460676033078,1
1116,61,-159.48283744345176,1
1116,122,-150.09432070627318,1
1117,0,-141.20609211310315,1
1117,61,-166.79952121497638,1
1117,122,-155.3006236539003,1
1118,0,-128.95104546033468,124
1118,61,-156.02094326460383,124
1118,122,-148.08351372774374,124
1119,0,-126.0631374369047,124
1119,61,-152.47188667689437,124
1119,122,-142.88479731397075,124
1120,0,-147.3125572333238,69
1120,61,-173.119950985057,69
1120,122,-162.06850109743505,69
1121,0,-165.79380978475731,123
1121,61,-183.0940319323838,123
1121,122,-161.1370121493658,123
1122,0,-106.81465806405345,62
1122,61,-124.54976087760835,62
1122,122,-103.01504627031309,62
1123,0,-127.08004540331383,62
1123,61,-154.31187351006002,62
1123,122,-146.84271411296294,62
1124,0,-126.4762308111452,62
1124,61,-153.32693184785975,62
1124,122,-144.85838749538541,62
1125,0,-110.35230545373383,62
1125,61,-128.72234975670773,62
1125,122,-107.68905049477976,62
1126,0,-157.35140046721958,123
1126,61,-172.94739057062355,123
1126,122,-149.7436824277148,123
1127,0,-128.2441895533143,62
1127,61,-154.53278505325824,62
1127,122,-144.70298729182136,62
1128,0,-162.5613556760622,123
1128,61,-173.85856468543585,123
1128,122,-148.16497500731037,123
1129,0,-145.60478219149655,6
1129,61,-156.83280030394957,6
1129,122,-131.1325872341316,6
1130,0,-139.4562107157892,1
1130,61,-160.5705859399567,1
1130,122,-142.27269592981457,1
1131,0,-118.13053111379551,1
1131,61,-141.53799597985827,1
1131,122,-126.22770960119549,1
1132,0,-153.19348448924325,1
1132,61,-174.0132890227195,1
1132,122,-155.36416997746724,1
1133,0,-123.28741405176375,123
1133,61,-136.74720273304993,123
1133,122,-112.19998237144831,123
1134,0,-142.76487379888223,1
1134,61,-169.76434998593547,1
1134,122,-161.59184997825253,1
1135,0,-152.79009192888014,1
1135,61,-174.1200477073728,1
1135,122,-156.04815156665376,1
1136,0,-133.57453983335404,1
1136,61,-158.86686074374924,1
1136,122,-146.76706353549366,1
1137,0,-111.67400964206699,62
1137,61,-131.81236303462535,62
1137,122,-112.4509924472502,62
1138,0,-117.1726476439471,1
1138,61,-139.79013879476048,1
1138,122,-123.34688507913687,1
1139,0,-125.96700824532017,62
1139,61,-135.18997726165745,62
1139,122,-108.65255429913798,62
1140,0,-154.67940654895875,62
1140,61,-171.50923807887904,62
1140,122,-149.21672786301104,62
1141,0,-161.86240807584167,18
1141,61,-176.83862564426212,18
1141,122,-153.20105526940526,18
1142,0,-163.78570853081177,1
1142,61,-185.84967608467423,1
1142,122,-168.67467012030463,1
1143,0,-154.47843770363212,123
1143,61,-171.66649638664185,123
1143,122,-149.62247162009575,123
1144,0,-103.54394145100125,62
1144,61,-120.76783858966752,62
1144,122,-98.83084684492884,62
1145,0,-110.78212887032998,0
1145,61,-136.87444734641815,0
1145,122,-126.58317576628386,0
1146,0,-159.70328519247244,123
1146,61,-168.42124518975294,123
1146,122,-141.6278401728653,123
1147,0,-159.45767042143024,123
1147,61,-167.21780498335804,123
1147,122,-140.06221562842558,123
1148,0,-139.25362027017914,123
1148,61,-150.5235728177023,123
1148,122,-124.82001290662167,123
1149,0,-142.02565441335182,1
1149,61,-164.88754912346928,1
1149,122,-148.79664836184145,1
1150,0,-151.6173562994469,62
1150,61,-159.40132319623922,62
1150,122,-132.29339559325524,62
1151,0,-108.00301678194586,1
1151,61,-135.17930774350327,1
1151,122,-127.48927315188747,1
1152,0,-171.50702553486434,123
1152,61,-180.15690955594278,123
1152,122,-153.33079731468774,123
1153,0,-116.68259220965868,123
1153,61,-133.79409342106177,123
1153,122,-111.69427310931405,123
1154,0,-143.36950988193047,1
1154,61,-165.5351354092157,1
1154,122,-148.50622433723944,1
1155,0,-142.80182661059737,124
1155,61,-157.07239038990747,124
1155,122,-132.99897933820012,124
1156,0,-138.24848971546209,62
1156,61,-160.54759735112532,62
1156,122,-143.71235628679358,62
1157,0,-125.76672695777049,68
1157,61,-144.00523332856088,68
1157,122,-122.8201846759102,68
1158,0,-156.66687573000576,123
1158,61,-172.97309885258045,123
1158,122,-150.2505718459372,123
1159,0,-113.53171798827765,123
1159,61,-127.2811542180066,123
1159,122,-102.88841785462334,123
1160,0,-123.00438179699574,62
1160,61,-148.1310762458738,62
1160,122,-135.7494041588168,62
1161,0,-151.33511290342352,6
1161,61,-163.2860140915036,6
1161,122,-137.9334824923973,6
1162,0,-147.89472621284824,1
1162,61,-170.50383387388325,1
1162,122,-154.04527272240904,1
1163,0,-159.2686102726804,1
1163,61,-181.4752670411507,1
1163,122,-164.48275836971607,1
1164,0,-158.38184092149973,79
1164,61,-165.5180933819657,79
1164,122,-138.14256204952534,79
1165,0,-152.7412561163958,123
1165,61,-166.32526757028495,123
1165,122,-141.84280706810665,123
1166,0,-151.34189529136168,1
1166,61,-172.49285147457255,1
1166,122,-154.21838009594347,1
1167,0,-131.480401527722,122
1167,61,-138.86848361899177,122
1167,122,-111.59085285375224,122
1168,0,-132.74089174777316,62
1168,61,-154.05696659253152,62
1168,122,-136.04659734594017,62
1169,0,-161.49348224975955,123
1169,61,-180.77349130627465,123
1169,122,-160.55268772812155,123
1170,0,-118.0963639699443,69
1170,61,-145.09128614696434,69
1170,122,-136.9156408128719,69
1171,0,-123.82969952606612,1
1171,61,-147.38172664222859,1
1171,122,-132.28298913376014,1
1172,0,-152.08773657549446,123
1172,61,-166.5408807467118,123
1172,122,-142.5870295753834,123
1173,0,-157.00693735861574,123
1173,61,-172.78760267175323,123
1173,122,-149.70174946436924,123
1174,0,-153.06777119644477,1
1174,61,-176.69817892856247,1
1174,122,-161.744947286924,1
1175,0,-134.13876623261274,1
1175,61,-160.5173519625505,1
1175,122,-150.7526353748646,1
1176,0,-153.18029686525148,1
1176,61,-175.90954744575913,1
1176,122,-159.6123080921348,1
1177,0,-145.86596110570076,62
1177,61,-166.76553325859757,62
1177,122,-148.22913790547165,62
1178,0,-140.98527359018627,1
1178,61,-166.70821830348453,1
1178,122,-155.48967259303123,1
1179,0,-157.37285302627075,123
1179,61,-171.58929324671857,123
1179,122,-147.47462524299908,123
1180,0,-135.23150648653294,62
1180,61,-158.1909049091443,62
1180,122,-142.33790369861018,62
1181,0,-147.35713967948706,62
1181,61,-161.25935355263343,62
1181,122,-137.0045636289692,62
1182,0,-139.75938989601065,62
1182,61,-166.60251876887162,62
1182,122,-158.08830322603936,62
1183,0,-134.68225481741547,62
1183,61,-158.0053462071007,62
1183,122,-142.6532163388837,62
1184,0,-134.7723397960511,62
1184,61,-149.1459229089277,62
1184,122,-125.20822397835019,62
1185,0,-134.04897240806915,62
1185,61,-152.11105791939747,62
1185,122,-130.81149029766522,62
1186,0,-143.53320879131994,62
1186,61,-164.43586819097854,62
1186,122,-145.9008543038568,62
1187,0,-124.73152897752661,62
1187,61,-149.41333480688527,62
1187,122,-136.23216553408793,62
1188,0,-144.27731707236012,68
1188,61,-164.67794976013323,68
1188,122,-145.5685701753876,68
1189,0,-154.43792743018622,1
1189,61,-176.77175079894326,1
1189,122,-159.96256810660574,1
1190,0,-136.55126486111814,62
1190,61,-160.15372038720196,62
1190,122,-145.1640978856013,62
1191,0,-107.3171795913861,62
1191,61,-128.39069127485774,62
1191,122,-110.06493529065818,62
1192,0,-133.51993690497824,62
1192,61,-160.84672967900642,62
1192,122,-153.67421993868228,62
1193,0,-152.51986968070398,1
1193,61,-175.24511344101242,1
1193,122,-158.94985823144157,1
1194,0,-125.10716212054842,124
1194,61,-151.37462393322994,124
1194,122,-141.39498435954712,124
1195,0,-122.85916710562682,62
1195,61,-141.98588655156632,62
1195,122,-121.69866106274554,62
1196,0,-136.68897868003933,62
1196,61,-149.39123589824493,62
1196,122,-124.45201277760489,62
1197,0,-140.870290353236,1
1197,61,-165.03914583662913,1
1197,122,-150.91106811324954,1
1198,0,-159.17767614228987,1
1198,61,-182.89503474441406,1
1198,122,-168.04560220548078,1
1199,0,-151.16171161472477,1
1199,61,-173.2354035555457,1
1199,122,-156.08187544476795,1
1200,0,-116.60531725485481,62
1200,61,-136.86685663559055,62
1200,122,-117.64272526045816,62
1201,0,-168.24388737805106,123
1201,61,-182.90973669643313,123
1201,122,-159.0772725708486,123
1202,0,-153.63485209413815,1
1202,61,-174.6668200435806,1
1202,122,-156.25566240661894,1
1203,0,-100.4383385585664,124
1203,61,-126.31307961383528,124
1203,122,-115.56211004132308,124
1204,0,-114.35744211499181,62
1204,61,-133.37569820729553,62
1204,122,-112.92278274649053,62
1205,0,-133.63578687902464,62
1205,61,-157.8711191505789,62
1205,122,-143.9440388879431,62
1206,0,-145.18438002791316,62
1206,61,-160.085225054438,62
1206,122,-136.50125930633442,62
1207,0,-162.72540525052673,123
1207,61,-172.64965279375946,123
1207,122,-146.33842388935696,123
1208,0,-144.10793205945205,1
1208,61,-167.30857007353646,1
1208,122,-151.68467746111034,1
1209,0,-137.06324560516634,62
1209,61,-154.9758013067915,62
1209,122,-133.59306076712406,62
1210,0,-129.08474106550258,62
1210,61,-152.68769609101446,62
1210,122,-137.77950160466267,62
1211,0,-144.87259761210584,1
1211,61,-167.68769683842163,1
1211,122,-151.51839830726271,1
1212,0,-138.30248508592985,62
1212,61,-162.16491738798953,62
1212,122,-147.6065736200192,62
1213,0,-142.74537889541224,123
1213,61,-156.10306929000944,123
1213,122,-131.50220693575585,123
1214,0,-138.3663704604983,62
1214,61,-158.7699561225796,62
1214,122,-139.69423510571573,62
1215,0,-160.49355669029887,123
1215,61,-174.2708165071184,123
1215,122,-149.90094714181217,123
1216,0,-161.3294178642102,123
1216,61,-177.13524524303693,123
1216,122,-154.0589408178825,123
1217,0,-117.46573564706851,1
1217,61,-143.1694010353072,1
1217,122,-131.90230957130566,1
1218,0,-159.5942228382982,123
1218,61,-170.76910947152635,123
1218,122,-145.0176181698471,123
1219,0,-126.89528002613203,62
1219,61,-153.2307899674438,62
1219,122,-143.48902899747196,62
1220,0,-111.68410837551275,6
1220,61,-135.61909154530375,6
1220,122,-121.16326503099287,6
1221,0,-120.57006412198915,1
1221,61,-143.8780810359439,1
1221,122,-128.41396496606714,1
1222,0,-124.41668499174762,62
1222,61,-149.7086479886848,62
1222,122,-137.71815767475707,62
1223,0,-124.39411088441327,1
1223,61,-148.4324883340501,1
1223,122,-134.09115897524555,1
1224,0,-151.904361175999,1
1224,61,-175.9100771443107,1
1224,122,-161.54063186979005,1
1225,0,-148.44284073161617,123
1225,61,-163.2777718151923,123
1225,122,-139.57067076474098,123
1226,0,-145.6784000824923,124
1226,61,-172.55629532077316,124
1226,122,-164.04888775096416,124
1227,0,-171.45249109069044,123
1227,61,-187.67713243707362,123
1227,122,-164.89639688302626,123
1228,0,-106.40743767526493,62
1228,61,-119.19292462938657,62
1228,122,-94.3151594206592,62
1229,0,-149.78082409097811,130
1229,61,-169.05529987479775,130
1229,122,-148.8276985689293,130
1230,0,-140.11737481221735,62
1230,61,-149.52490890361213,62
1230,122,-123.01649886598312,62
1231,0,-123.88748684040141,62
1231,61,-148.53171288083783,62
1231,122,-135.32947039380332,62
1232,0,-163.7020361417499,123
1232,61,-180.17420139541608,123
1232,122,-157.5769067730525,123
1233,0,-132.55341418521235,62
1233,61,-152.84020002054515,62
1233,122,-133.66189726227972,62
1234,0,-135.51364503269318,62
1234,61,-150.98408943088089,62
1234,122,-127.72361696378138,62
1235,0,-109.65188524795637,124
1235,61,-136.8591623453096,124
1235,122,-129.27784972819003,124
1236,0,-130.77235854547408,123
1236,61,-147.9762277071769,123
1236,122,-125.93823575193528,123
1237,0,-144.0927335178231,62
1237,61,-168.8127976923764,62
1237,122,-155.6768603834015,62
1238,0,-157.3969542910346,123
1238,61,-173.12172357619352,123
1238,122,-149.9882227990566,123
1239,0,-143.79916237633898,1
1239,61,-167.726058232039,1
1239,122,-153.21972217885113,1
1240,0,-157.85629186227487,123
1240,61,-169.09500340627582,123
1240,122,-143.38495457156543,123
1241,0,-113.41133415590495,123
1241,61,-131.4462618331,123
1241,122,-110.10329559956381,123
1242,0,-157.59750624590652,1
1242,61,-179.41342735784792,1
1242,122,-161.9312571772116,1
1243,0,-127.60289059590365,69
1243,61,-153.21151376561215,69
1243,122,-141.73689093236663,69
1244,0,-159.29101626042333,123
1244,61,-174.8985852691172,123
1244,122,-151.68727382270052,123
1245,0,-158.08957754470967,18
1245,61,-176.82786378333958,18
1245,122,-156.08728324697768,18
1246,0,-133.73453595937494,1
1246,61,-158.41541137753092,1
1246,122,-145.19592546157068,1
1247,0,-143.17591331300798,1
1247,61,-169.01899314928852,1
1247,122,-158.05371280248568,1
1248,0,-138.94107449083276,123
1248,61,-158.24427135026073,123
1248,122,-138.02919197951644,123
1249,0,-104.22153709957492,69
1249,61,-130.303662149484,69
1249,122,-119.88068740210439,69
1250,0,-140.265112308806,62
1250,61,-164.4964062885559,62
1250,122,-150.52195024551878,62
1251,0,-141.42258539913811,1
1251,61,-166.96164654183838,1
1251,122,-155.35023052725148,1
1252,0,-143.80184607556893,1
1252,61,-163.63615046341818,1
1252,122,-143.95845728720232,1
1253,0,-133.28494732232934,1
1253,61,-156.14658585849105,1
1253,122,-140.06821508477293,1
1254,0,-125.24239748905406,62
1254,61,-151.2266122166416,62
1254,122,-140.67356696553534,62
1255,0,-130.56521575951504,123
1255,61,-145.83379357950162,123
1255,122,-122.39382630546153,123
1256,0,-128.6081708841324,62
1256,61,-152.3508996412104,62
1256,122,-137.63138062904503,62
1257,0,-112.39711109590674,62
1257,61,-131.7546928095472,62
1257,122,-111.63770816487275,62
1258,0,-141.89010141360868,62
