RxNodeID,TxID,CouplingLoss,BestRSRPNode
351,61,-100.49768070499769,61
351,122,-130.38910439150666,61
352,0,-98.8798884377285,61
352,61,-91.54037605226891,61
352,122,-114.34023429227709,61
353,0,-99.66431270714901,0
353,61,-128.28924489840026,0
353,122,-128.28924489840026,0
354,0,-144.40554545933998,5
354,61,-166.54579620643372,5
354,122,-154.9292108511272,5
355,0,-146.68786026641538,125
355,61,-132.37402009966863,125
355,122,-157.98181298243273,125
356,0,-129.45286302912734,122
356,61,-137.4865375473707,122
356,122,-110.8509377588567,122
357,0,-87.47536305082049,122
357,61,-87.47536305082049,122
357,122,-58.71677125667306,122
358,0,-126.01916366152292,62
358,61,-137.82600106318068,62
358,122,-112.54073825096299,62
359,0,-107.09927421784649,0
359,61,-133.76605862819326,0
359,122,-126.41030198131587,0
360,0,-110.57777334388605,61
360,61,-85.60627214201452,61
360,122,-99.18510891110888,61
361,0,-110.04129492663765,0
361,61,-134.6290388915202,0
361,122,-138.28691905567564,0
362,0,-141.7181654446017,61
362,61,-112.59885227562829,61
362,122,-141.7181654446017,61
363,0,-85.78063331492038,0
363,61,-88.75294886946998,0
363,122,-105.27226215016056,0
364,0,-91.87411961365969,122
364,61,-91.87411961365969,122
364,122,-62.06552928058435,122
365,0,-124.47900136899285,122
365,61,-124.47900136899285,122
365,122,-94.68949430553772,122
366,0,-109.71241615458175,0
366,61,-137.45057578273668,0
366,122,-131.68021294225304,0
367,0,-102.69758386923071,122
367,61,-120.09538442035111,122
367,122,-99.3265548033642,122
368,0,-138.2672723920419,122
368,61,-126.0022220037274,122
368,122,-113.1953642625408,122
369,0,-122.37561149480169,61
369,61,-106.37045583141875,61
369,122,-132.41957231575554,61
370,0,-141.64067296758586,5
370,61,-140.06701015069874,5
370,122,-112.90336075313867,5
371,0,-109.186802784638,61
371,61,-86.18896507394292,61
371,122,-93.64635543391313,61
372,0,-145.62503431314084,61
372,61,-117.32517034716284,61
372,122,-141.94014868129045,61
373,0,-70.2948758127728,0
373,61,-92.5729039585236,0
373,122,-97.82162842504087,0
374,0,-119.4446188405644,0
374,61,-135.6717255629093,0
374,122,-145.58736409663214,0
375,0,-134.9158864033264,122
375,61,-134.9158864033264,122
375,122,-105.65174519498179,122
376,0,-99.92734800088661,122
376,61,-105.87775350848477,122
376,122,-78.68258998016529,122
377,0,-132.828911092473,61
377,61,-119.86685263578049,61
377,122,-144.92754875767508,61
378,0,-121.41047752748338,0
378,61,-145.31987405854255,0
378,122,-131.29730135738217,0
379,0,-150.2350293483526,122
379,61,-150.2350293483526,122
379,122,-120.91701214114553,122
380,0,-82.12330170063665,0
380,61,-108.33981894691787,0
380,122,-98.71538815264948,0
381,0,-117.0922786610598,61
381,61,-87.86379330458448,61
381,122,-117.0922786610598,61
382,0,-126.88332257405997,61
382,61,-109.34841061339961,61
382,122,-135.81786365954557,61
383,0,-92.86952039685413,0
383,61,-107.28704963550096,0
383,122,-118.38778703446751,0
384,0,-91.36570000607885,0
384,61,-101.5225911107529,0
384,122,-115.46915623035356,0
385,0,-110.16353917874298,0
385,61,-133.47756003430715,0
385,122,-119.9965328452545,0
386,0,-143.5607260276749,61
386,61,-114.14964322348156,61
386,122,-143.5607260276749,61
387,0,-154.79105799268237,5
387,61,-129.94467870224034,5
387,122,-142.05335111081877,5
388,0,-139.44701572681402,61
388,61,-109.69026184269862,61
388,122,-139.44701572681402,61
389,0,-116.89199984817691,0
389,61,-132.1310853028664,0
389,122,-142.75968786341716,0
390,0,-123.88913955988818,14
390,61,-100.32389506478162,14
390,122,-128.39049174081742,14
391,0,-115.95368866019444,125
391,61,-110.25268985664842,125
391,122,-132.5880626707538,125
392,0,-147.40165812751297,62
392,61,-164.24023484222062,62
392,122,-142.04569380389154,62
393,0,-110.97637779912044,125
393,61,-96.82028973523067,125
393,122,-122.3402400010273,125
394,0,-131.90378203616174,122
394,61,-131.90378203616174,122
394,122,-102.78169798841421,122
395,0,-110.7292354724687,122
395,61,-110.7292354724687,122
395,122,-81.18550360193159,122
396,0,-131.65628867772497,0
396,61,-158.42373886989623,0
396,122,-149.80832154678995,0
397,0,-114.6548265550241,0
397,61,-137.58234734258525,0
397,122,-121.77391092774377,0
398,0,-107.46350404896717,0
398,61,-128.9485648606366,0
398,122,-115.86265765486048,0
399,0,-122.28666514017853,122
399,61,-127.9679768220172,122
399,122,-111.6483511650331,122
400,0,-120.8558233230864,61
400,61,-98.4116808405368,61
400,122,-125.69088337028904,61
401,0,-146.44637110658212,61
401,61,-117.3893548164888,61
401,122,-146.44637110658212,61
402,0,-89.26097175403274,0
402,61,-91.25810414218289,0
402,122,-109.84155955952205,0
403,0,-110.85764054214174,125
403,61,-95.71165417380517,125
403,122,-121.55566219801538,125
404,0,-137.03146263345042,61
404,61,-117.69913191593393,61
404,122,-144.743847038395,61
405,0,-82.58305832737892,61
405,61,-56.633729998570864,61
405,122,-72.67979447177893,61
406,0,-102.33479147158064,62
406,61,-119.26823273213104,62
406,122,-97.14874626778364,62
407,0,-154.7448754799203,122
407,61,-149.52895490746764,122
407,122,-126.83786906397498,122
408,0,-128.47076593566217,61
408,61,-103.895563017288,61
408,122,-115.29870245073818,61
409,0,-110.03411323292956,61
409,61,-89.69200530121246,61
409,122,-116.80576371150295,61
410,0,-132.83978070172842,122
410,61,-137.42474779119425,122
410,122,-109.43968745268242,122
411,0,-133.02195781646793,61
411,61,-105.48929177716337,61
411,122,-133.02195781646793,61
412,0,-59.4325253558556,0
412,61,-88.94268077474328,0
412,122,-88.94268077474328,0
413,0,-126.10268567583356,61
413,61,-97.68325788203822,61
413,122,-122.92836903199338,61
414,0,-89.33020997151826,0
414,61,-103.42777808463183,0
414,122,-114.40386138181904,0
415,0,-88.59794538640648,0
415,61,-111.18624744580401,0
415,122,-95.19878149071792,0
416,0,-144.31545217991186,122
416,61,-144.31545217991186,122
416,122,-115.24977992148372,122
417,0,-145.268530844351,5
417,61,-121.48750705151126,5
417,122,-130.74941611212066,5
418,0,-136.2302855447291,122
418,61,-142.2196131892688,122
418,122,-114.78581645651211,122
419,0,-115.76838657967102,122
419,61,-100.28203569657451,122
419,122,-92.65858022316371,122
420,0,-111.37329675389687,122
420,61,-106.01321489270848,122
420,122,-83.98822663913708,122
421,0,-93.12391827323705,125
421,61,-113.00705896509277,125
421,122,-120.34985212694556,125
422,0,-70.29690780263685,0
422,61,-99.76088450729776,0
422,122,-99.76088450729776,0
423,0,-109.36839903526482,61
423,61,-95.4580375887125,61
423,122,-113.66294900336833,61
424,0,-127.41341383147041,62
424,61,-149.62807102836297,62
424,122,-132.91054456343352,62
425,0,-135.61341586450595,61
425,61,-106.07397206808987,61
425,122,-135.61341586450595,61
426,0,-109.3951225753382,0
426,61,-137.3852425532638,0
426,122,-132.75230920861557,0
427,0,-158.57376315814923,126
427,61,-131.56423302512434,126
427,122,-150.6001782753215,126
428,0,-121.59953952913833,122
428,61,-112.7562645530387,122
428,122,-94.98158426476063,122
429,0,-125.37352303564762,0
429,61,-145.92911046625656,0
429,122,-152.70793067481964,0
430,0,-100.17795823435804,61
430,61,-70.69298545545574,61
430,122,-100.17795823435804,61
431,0,-98.56460278794806,0
431,61,-126.48595747247093,0
431,122,-125.18397298543195,0
432,0,-146.47197769635153,122
432,61,-129.10432388005958,122
432,122,-124.9489836655041,122
433,0,-136.804579099026,125
433,61,-127.60032322723636,125
433,122,-151.35562832707353,125
434,0,-114.60131329172069,125
434,61,-113.82879690614786,125
434,122,-133.74152381058593,125
435,0,-135.85489338433126,122
435,61,-128.33663848221948,122
435,122,-109.18765956073972,122
436,0,-88.36409684618052,0
436,61,-116.96789017247906,0
436,122,-116.96789017247906,0
437,0,-115.47185042230024,124
437,61,-143.3778509167083,124
437,122,-138.18654721028113,124
438,0,-112.89583752451145,61
438,61,-105.88868414035926,61
438,122,-128.2161747231184,61
439,0,-146.09371372243442,6
439,61,-147.56724192677376,6
439,122,-118.76785926591346,6
440,0,-118.08157060192164,125
440,61,-147.72558859115335,125
440,122,-147.72558859115335,125
441,0,-94.10420863210095,0
441,61,-123.04479941178667,0
441,122,-123.04479941178667,0
442,0,-154.7374942243784,126
442,61,-131.9182915870569,126
442,122,-140.4560211465389,126
443,0,-144.8636422158424,122
443,61,-127.14956982697996,122
443,122,-123.48737402635159,122
444,0,-96.03315369708027,0
444,61,-108.59786012006606,0
444,122,-120.83872250976557,0
445,0,-117.89386717744742,125
445,61,-126.55657364440273,125
445,122,-141.45607307484875,125
446,0,-129.44916938426047,62
446,61,-149.72957738904682,62
446,122,-130.6591960674336,62
447,0,-100.58440696217251,0
447,61,-129.86378473273325,0
447,122,-129.86378473273325,0
448,0,-112.23756227850471,63
448,61,-134.9466028649573,63
448,122,-140.14540479721654,63
449,0,-130.4066275687223,61
449,61,-118.98484601258173,61
449,122,-143.5151233362832,61
450,0,-130.665947157568,62
450,61,-146.8460645518075,62
450,122,-124.17575332091033,62
451,0,-145.8348401689945,125
451,61,-128.79102899746317,125
451,122,-155.20192070017762,125
452,0,-126.82810788585492,0
452,61,-153.38977009957114,0
452,122,-144.25223406643653,0
453,0,-127.47631594430422,61
453,61,-116.42326115348575,61
453,122,-140.7631555726106,61
454,0,-135.90745193926716,122
454,61,-144.64294509668417,122
454,122,-117.97131559191722,122
455,0,-108.95557462763874,122
455,61,-105.46881507565921,122
455,122,-80.86510765853112,122
456,0,-126.42624072467925,61
456,61,-106.13527821747567,61
456,122,-107.70457678203002,61
457,0,-139.86135464692433,122
457,61,-141.38889131602193,122
457,122,-112.78077707968214,122
458,0,-121.917283156872,0
458,61,-126.13673762040283,0
458,122,-143.537148598325,0
459,0,-123.20586704433754,62
459,61,-150.84976941169788,62
459,122,-144.74289164382307,62
460,0,-84.63843255825947,61
460,61,-82.18382818642866,61
460,122,-103.06640030031559,61
461,0,-124.905945740055,122
461,61,-117.10308807424282,122
461,122,-97.84953204535982,122
462,0,-143.72009686543893,61
462,61,-114.25222103044553,61
462,122,-143.72009686543893,61
463,0,-134.11146816734075,61
463,61,-105.34696220020096,61
463,122,-133.3316102025856,61
464,0,-134.84412632133964,61
464,61,-108.14170599973761,61
464,122,-126.18491577540144,61
465,0,-110.63248390877305,122
465,61,-101.67252163222182,122
465,122,-84.06626287385673,122
466,0,-125.15004757286698,122
466,61,-121.31607205367757,122
466,122,-96.88935904751986,122
467,0,-129.9782486981734,122
467,61,-140.38414574102302,122
467,122,-114.39548132721092,122
468,0,-93.64779691721075,122
468,61,-93.64779691721075,122
468,122,-64.2893741778074,122
469,0,-134.15744146947154,122
469,61,-134.15744146947154,122
469,122,-104.37925984213781,122
470,0,-154.18035596652075,5
470,61,-135.88466315023928,5
470,122,-133.21212510583007,5
471,0,-134.9217489308737,61
471,61,-105.51735671989105,61
471,122,-134.9217489308737,61
472,0,-93.1642990436621,122
472,61,-104.36284734483483,122
472,122,-78.88131726002014,122
473,0,-127.83879540685675,122
473,61,-127.83879540685675,122
473,122,-98.15673676015953,122
474,0,-90.24006963898219,0
474,61,-95.92322950000016,0
474,122,-112.51791147484633,0
475,0,-138.46952993265802,5
475,61,-114.16866455887495,5
475,122,-124.75441973616375,5
476,0,-106.65462486421379,61
476,61,-99.74049545245867,61
476,122,-122.45561333482759,61
477,0,-144.63481584478365,122
477,61,-134.07110505111592,122
477,122,-119.0076923649698,122
478,0,-149.79569630247283,62
478,61,-160.10056946454415,62
478,122,-135.34193570449247,62
479,0,-138.33901290412274,122
479,61,-124.13139350921494,122
479,122,-115.44137175158417,122
480,0,-118.64995170561814,0
480,61,-142.98865327533227,0
480,122,-145.92400278224528,0
481,0,-109.32781214444478,61
481,61,-85.33101302865371,61
481,122,-95.35588268853851,61
482,0,-67.67897421070613,0
482,61,-91.52293216305274,0
482,122,-93.00151244080898,0
483,0,-126.3184885083142,125
483,61,-124.91116348597087,125
483,122,-145.29528604834712,125
484,0,-79.14829719694535,0
484,61,-90.90729452703467,0
484,122,-102.88104797544283,0
485,0,-135.1473235608221,61
485,61,-105.56794885308044,61
485,122,-135.1473235608221,61
486,0,-111.42465409564628,122
486,61,-102.13752072818076,122
486,122,-87.40435383719087,122
487,0,-136.7188275220934,122
487,61,-136.7188275220934,122
487,122,-107.20672347797708,122
488,0,-118.11530637884292,61
488,61,-89.12396866335285,61
488,122,-117.82133779901724,61
489,0,-164.4943514629045,126
489,61,-134.80194947323628,126
489,122,-164.4943514629045,126
490,0,-114.89736756691998,62
490,61,-139.92097114967532,62
490,122,-127.52015145839887,62
491,0,-106.79034751505274,122
491,61,-110.51774296515158,122
491,122,-82.28096242005469,122
492,0,-97.87261788899521,0
492,61,-124.67969123699676,0
