ID,X,Y,Z,Indoor,InCar,BSdist,GCellID
441,73.458714,-159.651514,1.5,true,false,177.30493,0
442,-0.882775,188.546378,1.5,false,false,190.007278,0
443,136.693389,-105.809451,1.5,true,false,174.450487,0
444,-109.739333,190.104896,1.5,true,false,220.759695,0
445,42.333268,28.874819,1.5,true,false,56.374735,0
446,106.838457,213.439898,1.5,true,false,239.840147,0
447,88.03999,212.458512,1.5,false,false,231.175062,0
448,-57.640176,-179.334887,1.5,true,false,189.830561,0
449,91.109488,118.14621,1.5,true,false,151.035478,0
450,-61.488493,-176.179384,1.5,true,false,188.075145,0
451,-35.331729,-175.450727,1.5,true,false,180.50911,0
452,13.510682,41.688638,1.5,false,false,49.726563,0
453,100.315424,166.552652,1.5,false,false,195.844888,0
454,-81.938824,36.971318,1.5,true,false,92.914473,0
455,46.389088,-112.6256,1.5,false,false,124.051293,0
456,33.986747,71.748613,1.5,true,false,82.79621,0
457,-1.021717,153.831962,1.5,true,false,155.619943,0
458,-161.717954,-133.174745,1.5,false,false,210.809059,0
459,2.868906,203.031457,1.5,false,false,204.407077,0
460,-32.365852,164.102329,1.5,true,false,168.906402,0
461,-65.354603,-17.703593,1.5,true,false,71.67211,0
462,-40.66873,-112.9919,1.5,false,false,122.365702,0
463,-189.041391,131.578413,1.5,true,false,231.520574,0
464,-32.364157,186.286739,1.5,true,false,190.531986,0
465,-125.927738,86.695498,1.5,true,false,154.680815,0
466,104.865658,149.717377,1.5,true,false,184.294192,0
467,-146.247541,-98.757224,1.5,true,false,178.026915,0
468,9.727416,-191.43622,1.5,true,false,193.118355,0
469,181.969736,-113.245496,1.5,true,false,215.614881,0
470,-160.855472,-158.928544,1.5,true,false,227.343385,0
471,-100.093584,-166.209908,1.5,true,false,195.439784,0
472,210.461656,-54.479883,1.5,true,false,218.665078,0
473,-152.410852,-79.000617,1.5,false,false,173.269776,0
474,119.190012,-182.760818,1.5,true,false,219.453926,0
475,19.594792,230.125711,1.5,true,false,232.150918,0
476,-117.599401,170.57742,1.5,true,false,208.515048,0
477,187.386785,133.571445,1.5,false,false,231.31664,0
478,-61.979661,-117.880675,1.5,false,false,135.23898,0
479,-143.320669,138.711352,1.5,false,false,200.833023,0
480,243.283606,-65.20463,1.5,false,false,252.964043,0
481,225.876719,53.636324,1.5,false,false,233.343947,0
482,99.160216,-149.931657,1.5,true,false,181.285687,0
483,-127.20288,129.183759,1.5,true,false,182.814842,0
484,71.680437,-187.235861,1.5,false,false,201.860355,0
485,-82.338145,-118.50547,1.5,true,false,146.203169,0
486,-85.705767,-192.098215,1.5,true,false,211.658812,0
487,-24.541136,5.336413,1.5,false,false,34.39469,0
488,-113.070424,-85.304372,1.5,true,false,143.575787,0
489,146.732251,109.185763,1.5,true,false,184.402099,0
490,-37.14386,-58.126235,1.5,true,false,72.873695,0
491,201.142156,30.139786,1.5,true,false,204.740869,0
492,158.71933,-16.7893,1.5,true,false,161.325622,0
493,209.409871,96.950474,1.5,true,false,231.957191,0
494,-64.332723,38.253004,1.5,true,false,78.448975,0
495,109.859775,-145.700997,1.5,false,false,183.98424,0
496,176.837563,49.412328,1.5,true,false,185.109027,0
497,42.151065,-98.302329,1.5,false,false,109.509407,0
498,-96.841592,-219.272756,1.5,true,false,240.854905,0
499,48.870252,76.040583,1.5,true,false,93.395513,0
500,-96.978535,123.82963,1.5,true,false,159.031014,0
501,78.281774,239.170061,1.5,true,false,252.750083,0
502,59.664256,113.972736,1.5,true,false,130.774073,0
503,-119.115935,99.825417,1.5,false,false,157.181328,0
504,122.270972,34.656694,1.5,false,false,129.242126,0
505,-200.823654,93.097428,1.5,true,false,222.597217,0
506,242.798785,115.896832,1.5,true,false,270.065873,0
507,121.258524,100.088862,1.5,true,false,158.976916,0
508,157.037139,154.262443,1.5,true,false,221.381603,0
509,-28.143729,-235.97433,1.5,true,false,238.805787,0
510,-202.886944,141.758912,1.5,true,false,248.618083,0
511,-73.998654,-84.170366,1.5,true,false,114.510704,0
512,-180.564665,-7.733467,1.5,true,false,182.251625,0
513,163.655452,106.229864,1.5,true,false,196.520078,0
514,72.753544,20.353338,1.5,true,false,79.117549,0
515,-27.873549,-237.149105,1.5,true,false,239.935164,0
516,182.715173,-137.995815,1.5,true,false,230.173694,0
517,165.223324,-167.181492,1.5,true,false,236.221607,0
518,17.244119,-219.674669,1.5,true,false,221.600022,0
519,-150.229912,-193.944124,1.5,true,false,246.445937,0
520,-125.255118,-40.78232,1.5,true,false,133.806921,0
521,-102.811987,-16.43133,1.5,true,false,106.735857,0
522,240.099508,-102.307516,1.5,true,false,262.043607,0
523,113.322816,-114.770396,1.5,false,false,162.992498,0
524,239.73008,-76.932539,1.5,true,false,252.866322,0
525,-170.829022,2.335849,1.5,true,false,172.453648,0
526,-122.547513,-70.101447,1.5,true,false,143.123568,0
527,-209.315728,114.92676,1.5,true,false,239.944752,0
528,79.238366,32.558645,1.5,false,false,88.831493,0
529,-87.324622,34.70792,1.5,true,false,96.863199,0
530,128.747267,45.657544,1.5,true,false,138.609957,0
531,77.293279,-70.102237,1.5,false,false,106.96179,0
532,249.288595,-132.072217,1.5,true,false,283.090311,0
533,-115.301374,-98.609407,1.5,true,false,153.526779,0
534,113.182923,196.8497,1.5,true,false,228.281468,0
535,-17.42207,-268.995144,1.5,true,false,270.581164,0
536,-43.321514,-24.588815,1.5,true,false,55.078248,0
537,33.679662,11.355197,1.5,true,false,42.608803,0
538,97.062165,-139.580157,1.5,false,false,171.627311,0
539,-68.097797,75.031422,1.5,false,false,104.01574,0
540,-119.696344,81.071206,1.5,true,false,146.465031,0
541,170.46085,-66.937456,1.5,true,false,184.634164,0
542,-166.83594,155.283117,1.5,true,false,229.127317,0
543,6.078627,-75.303425,1.5,true,false,79.118933,0
544,-116.561032,-145.273151,1.5,true,false,187.731224,0
545,224.148127,-68.48178,1.5,true,false,235.551241,0
546,10.046776,277.827875,1.5,false,false,279.000924,0
547,68.798692,-146.907806,1.5,true,false,163.912822,0
548,-73.167699,-160.95743,1.5,true,false,178.36215,0
549,-63.111349,-237.081937,1.5,true,false,246.461229,0
550,46.572217,-73.871895,1.5,true,false,90.433833,0
551,-208.450446,64.527995,1.5,true,false,219.471412,0
552,75.896792,77.866844,1.5,true,false,111.246656,0
553,-201.414805,139.37531,1.5,true,false,246.060259,0
554,-63.366039,144.586665,1.5,true,false,159.602032,0
555,214.71558,-30.485125,1.5,true,false,218.138426,0
556,79.792101,-71.164536,1.5,true,false,109.468811,0
557,-91.074715,-4.351554,1.5,true,false,94.158322,0
558,-125.528483,121.211268,1.5,true,false,176.073341,0
559,104.226666,40.574928,1.5,true,false,114.288113,0
560,-115.904595,74.876282,1.5,false,false,139.973507,0
561,90.38024,11.631263,1.5,true,false,94.106982,0
562,-39.366798,-221.547139,1.5,true,false,226.241308,0
563,-173.176576,56.621331,1.5,false,false,183.707244,0
564,16.511832,-135.386538,1.5,true,false,138.399441,0
565,187.882342,-149.053857,1.5,true,false,240.975261,0
566,166.809788,-134.344992,1.5,true,false,215.467705,0
567,22.733424,-42.818038,1.5,true,false,53.874326,0
568,-66.421059,136.705047,1.5,false,false,153.792968,0
569,-78.82732,-135.539659,1.5,true,false,158.546509,0
570,-35.679985,84.081879,1.5,true,false,94.313698,0
571,58.118849,213.265236,1.5,true,false,222.288353,0
572,91.410432,-150.894099,1.5,true,false,177.980747,0
573,-216.121497,-89.38319,1.5,true,false,235.053411,0
574,107.463597,-180.945919,1.5,true,false,211.759535,0
575,-51.434944,40.423412,1.5,true,false,69.511551,0
576,-13.101621,124.617734,1.5,false,false,127.489145,0
577,60.204982,-117.375126,1.5,true,false,133.991828,0
578,127.706821,-168.151572,1.5,true,false,212.452896,0
579,-136.938549,-164.098299,1.5,true,false,215.017831,0
580,-199.835505,-3.730167,1.5,true,false,201.247095,0
581,140.610601,-118.169479,1.5,true,false,185.169157,0
582,161.875032,-16.592399,1.5,true,false,164.411324,0
583,-67.020391,-225.777856,1.5,true,false,236.684649,0
584,-9.637469,-162.591558,1.5,true,false,164.5635,0
585,-70.805734,-167.632134,1.5,false,false,183.483608,0
586,237.114726,-138.633512,1.5,true,false,275.671714,0
587,26.021555,120.796067,1.5,true,false,125.7818,0
588,234.907797,-60.982572,1.5,true,false,243.829443,0
589,-84.77704,-145.095214,1.5,false,false,169.682108,0
590,140.227771,111.871462,1.5,true,false,180.917942,0
591,-181.303025,-134.213753,1.5,true,false,226.795873,0
592,226.494932,95.60392,1.5,true,false,246.96622,0
593,-220.663135,112.232611,1.5,false,false,248.677759,0
594,186.14201,-67.650688,1.5,true,false,199.443509,0
595,-177.536269,48.321663,1.5,true,false,185.489515,0
596,-204.392684,-166.233854,1.5,true,false,264.5039,0
597,70.043885,-136.545671,1.5,true,false,155.251783,0
598,-68.425994,-240.256159,1.5,true,false,250.91311,0
599,133.114079,-80.795227,1.5,true,false,157.478496,0
600,-175.227747,139.640658,1.5,true,false,225.292092,0
601,-200.756855,-68.156823,1.5,true,false,213.30944,0
602,-81.413464,-221.911789,1.5,false,false,237.539984,0
603,-35.083721,244.051165,1.5,true,false,247.677389,0
604,220.289852,50.382546,1.5,true,false,227.196544,0
605,90.139915,146.988543,1.5,true,false,174.020361,0
606,-119.697717,205.96502,1.5,true,false,239.377073,0
607,197.731941,-120.704009,1.5,true,false,232.851086,0
608,90.276337,-47.431359,1.5,true,false,104.650852,0
609,-149.02234,110.651489,1.5,true,false,187.092651,0
610,0.111626,208.960197,1.5,true,false,210.277498,0
611,50.693654,77.666331,1.5,true,false,95.677351,0
612,-7.945428,205.958882,1.5,false,false,207.447442,0
613,28.742627,256.59592,1.5,true,false,259.267921,0
614,10.032745,-214.25984,1.5,true,false,215.778092,0
615,-76.689115,-128.335837,1.5,false,false,151.339212,0
616,-53.016027,53.928774,1.5,true,false,79.191299,0
617,-211.822702,-43.031557,1.5,true,false,217.42314,0
618,-117.117582,-187.10816,1.5,false,false,221.98703,0
619,32.38327,84.28175,1.5,true,false,93.29705,0
620,128.71491,42.16272,1.5,true,false,137.46808,0
621,75.104714,124.236992,1.5,true,false,147.063926,0
622,-74.962855,128.712288,1.5,true,false,150.793013,0
623,-76.321011,199.768246,1.5,false,false,215.138325,0
624,91.241685,159.341879,1.5,true,false,185.113828,0
625,-83.220441,66.121459,1.5,true,false,108.857426,0
626,-100.286406,-115.087864,1.5,true,false,154.450088,0
627,-58.079286,-35.623533,1.5,true,false,72.072807,0
628,-92.336694,-29.105032,1.5,false,false,99.626392,0
629,-6.279318,258.374327,1.5,true,false,259.516807,0
630,50.765865,132.118553,1.5,false,false,143.473813,0
631,168.990195,-187.641885,1.5,true,false,253.612723,0
632,-31.939534,-110.481761,1.5,true,false,117.382296,0
633,-81.715927,209.332237,1.5,true,false,225.941869,0
634,-173.014735,-34.928688,1.5,true,false,178.062803,0
635,-134.274581,105.83989,1.5,true,false,172.580403,0
636,-32.032593,-51.360936,1.5,false,false,64.93291,0
637,117.491378,-218.670541,1.5,true,false,249.345703,0
638,-85.723749,13.940699,1.5,true,false,89.973075,0
639,-202.364583,-125.717293,1.5,true,false,239.391964,0
640,102.582865,44.810453,1.5,true,false,114.383001,0
641,188.408406,-90.363469,1.5,true,false,210.274901,0
642,-106.817108,-192.695353,1.5,true,false,221.570855,0
643,-205.000422,36.626174,1.5,true,false,209.568366,0
644,-83.282586,191.866831,1.5,true,false,210.478313,0
645,9.966246,225.681854,1.5,true,false,227.120838,0
646,-145.775731,41.053127,1.5,true,false,153.258517,0
647,-5.157236,-225.798152,1.5,false,false,227.076314,0
648,-47.178497,142.977969,1.5,false,false,152.383596,0
649,-119.139155,-151.557251,1.5,false,false,194.206047,0
650,-86.472437,-115.793181,1.5,true,false,146.416506,0
651,-87.178715,-11.268975,1.5,true,false,90.991034,0
652,-65.184228,-23.806592,1.5,true,false,73.26655,0
653,217.328908,-93.677135,1.5,true,false,237.822434,0
654,-10.766272,-187.872624,1.5,true,false,189.64252,0
655,-4.122835,-50.139131,1.5,true,false,55.526393,0
656,-165.515124,22.137643,1.5,true,false,168.634461,0
657,208.81344,36.032902,1.5,true,false,213.19867,0
658,-182.344118,-1.249834,1.5,false,false,183.856437,0
659,240.057105,-129.480665,1.5,true,false,273.760674,0
660,22.428238,-247.16,1.5,false,false,249.285662,0
661,-56.618228,10.361589,1.5,true,false,62.171024,0
662,-153.060087,-34.407889,1.5,true,false,158.630208,0
663,61.99521,2.505921,1.5,true,false,66.347085,0
664,34.263662,192.036814,1.5,true,false,196.47999,0
665,-42.08081,-121.521662,1.5,true,false,130.730865,0
666,34.565073,-104.0151,1.5,true,false,112.098775,0
667,184.90431,61.918113,1.5,true,false,196.406992,0
668,-19.416391,-201.222194,1.5,true,false,203.518101,0
669,-243.274605,-45.841608,1.5,true,false,248.668929,0
670,-161.020405,125.81463,1.5,true,false,205.691861,0
671,29.69829,-49.419675,1.5,true,false,62.261888,0
672,108.147955,105.32573,1.5,true,false,152.780036,0
673,-51.291337,-48.576614,1.5,true,false,74.449571,0
674,-90.996622,57.394769,1.5,true,false,110.121727,0
675,114.267378,92.785558,1.5,false,false,149.058524,0
676,147.275094,-133.636654,1.5,false,false,200.252237,0
