ID,X,Y,Z,Indoor,InCar,BSdist,GCellID,FrequencyGHz
49535,-11.766535,11.888265,1.5,false,false,28.844968,0,2
32852,212.065201,-43.164346,1.5,false,false,217.685691,0,1
17780,-237.274329,99.886478,1.5,false,false,258.512409,0,2
55148,232.505931,-28.72585,1.5,false,false,235.449427,0,3
6231,-218.999781,-105.885688,1.5,false,false,244.386851,0,1
46319,5.473497,96.508141,1.5,false,false,99.478794,0,2
27924,167.828355,154.927369,1.5,false,false,229.61075,0,4
56881,-240.938191,-148.386145,1.5,false,false,283.939976,0,3
68739,135.940993,110.200085,1.5,false,false,176.56801,0,4
21847,138.364029,186.129729,1.5,false,false,233.111841,0,4
70085,-35.095345,-152.377273,1.5,false,false,158.122631,0,4
23043,-236.678796,83.750099,1.5,false,false,252.157057,0,3
71831,-19.231788,-205.394561,1.5,false,false,207.627159,0,3
7486,59.501286,-185.024637,1.5,false,false,195.772239,0,2
58858,-93.695987,-74.717046,1.5,false,false,122.122172,0,4
40960,226.160486,-56.005301,1.5,false,false,234.173886,0,1
32900,-236.200226,109.5046,1.5,false,false,261.407831,0,4
25693,-198.455216,172.850236,1.5,false,false,264.223252,0,3
20086,166.398015,-54.429101,1.5,false,false,176.643925,0,2
47399,99.59078,-194.24478,1.5,false,false,219.548646,0,3
5280,220.665989,-84.686095,1.5,false,false,237.523606,0,3
19175,-147.909856,117.946588,1.5,false,false,190.633085,0,3
28448,54.269214,-151.310756,1.5,false,false,162.457202,0,3
53226,81.919281,-41.840585,1.5,false,false,94.940261,0,4
64366,-211.378676,-28.289656,1.5,false,false,214.554187,0,1
4606,75.321734,65.388622,1.5,false,false,102.475781,0,2
65991,-149.487259,-183.188932,1.5,false,false,237.606556,0,1
19886,-222.095897,32.455338,1.5,false,false,225.681604,0,4
31807,24.352237,200.153249,1.5,false,false,202.994099,0,4
43523,185.288988,125.889104,1.5,false,false,225.238375,0,4
9979,-89.185021,171.681099,1.5,false,false,194.886166,0,4
56594,126.307302,95.792229,1.5,false,false,160.255844,0,3
3500,-110.85133,-215.140917,1.5,false,false,243.158141,0,1
52613,-39.653011,-148.952035,1.5,false,false,155.920878,0,1
28366,216.270905,2.573468,1.5,false,false,217.559135,0,4
5582,218.858587,-131.882237,1.5,false,false,256.601355,0,4
4408,103.042115,-159.443468,1.5,false,false,191.290739,0,1
27254,-41.067294,-180.799372,1.5,false,false,186.888163,0,3
51500,27.225295,-7.751789,1.5,false,false,36.790718,0,4
27437,-155.11095,158.050019,1.5,false,false,222.691413,0,4
33845,70.415952,-240.634099,1.5,false,false,251.824196,0,2
43226,-1.367498,211.973498,1.5,false,false,213.276543,0,4
40559,-244.107612,-77.251739,1.5,false,false,257.115941,0,1
8353,16.766377,218.982722,1.5,false,false,220.877328,0,2
61076,-84.85157,-70.924649,1.5,false,false,113.059032,0,4
43910,59.497548,-170.855222,1.5,false,false,182.43825,0,2
41802,-167.762202,111.419789,1.5,false,false,202.757924,0,3
37024,15.851425,-215.248286,1.5,false,false,217.106753,0,2
68088,-31.133803,-103.973805,1.5,false,false,111.05006,0,3
47805,-63.834187,30.697113,1.5,false,false,74.628186,0,2
31574,-246.362952,124.807743,1.5,false,false,277.171295,0,2
47632,64.319685,90.171666,1.5,false,false,113.226327,0,1
61877,-233.31746,-84.641722,1.5,false,false,249.306053,0,4
6853,-173.673885,-113.441286,1.5,false,false,208.767319,0,4
13012,25.737675,-159.935848,1.5,false,false,163.689198,0,1
62487,176.646576,62.699474,1.5,false,false,188.911321,0,3
61963,145.125141,130.145803,1.5,false,false,196.345325,0,1
22411,-106.634419,-53.823299,1.5,false,false,121.73782,0,3
17619,115.318629,-136.15801,1.5,false,false,179.97122,0,1
48892,-156.961445,29.904081,1.5,false,false,161.503558,0,2
3913,94.485536,160.06731,1.5,false,false,187.353437,0,3
53024,-67.850902,234.096724,1.5,false,false,244.861738,0,4
22930,8.475134,-223.713594,1.5,false,false,225.104087,0,2
12466,-36.34521,129.688619,1.5,false,false,136.720014,0,4
24982,187.262721,169.852634,1.5,false,false,253.908436,0,2
26892,-203.895792,-159.827979,1.5,false,false,260.135978,0,4
20147,176.69255,-181.854217,1.5,false,false,254.643797,0,4
32207,50.656193,-200.007347,1.5,false,false,207.65654,0,4
24009,-178.468321,160.151749,1.5,false,false,240.939358,0,1
19601,-170.712694,186.246638,1.5,false,false,253.737825,0,4
61565,152.139654,42.206186,1.5,false,false,159.624831,0,2
26447,-26.935009,-111.515203,1.5,false,false,117.104164,0,4
69128,-142.912466,103.177328,1.5,false,false,177.82515,0,4
4997,-177.88619,-106.501152,1.5,false,false,208.658194,0,3
9959,-221.191142,77.872058,1.5,false,false,235.67314,0,4
60813,-70.935391,148.738786,1.5,false,false,166.455118,0,3
53276,79.851709,-178.317671,1.5,false,false,196.78856,0,1
29245,182.961728,45.199321,1.5,false,false,189.921622,0,4
62315,39.483523,187.22201,1.5,false,false,192.777798,0,2
36367,-28.400122,-113.260194,1.5,false,false,119.107886,0,1
31841,76.694544,-157.053048,1.5,false,false,176.351816,0,2
12716,30.072721,-34.409969,1.5,false,false,51.387396,0,4
42625,139.019815,-166.390813,1.5,false,false,218.093241,0,4
39204,-240.416096,45.145989,1.5,false,false,245.744399,0,3
26703,2.606592,81.328861,1.5,false,false,84.696091,0,3
5066,41.411623,-164.761688,1.5,false,false,171.503896,0,1
44068,202.125894,-103.743676,1.5,false,false,228.407262,0,2
5357,-75.507654,-68.958607,1.5,false,false,104.923522,0,1
35509,181.9512,80.024799,1.5,false,false,200.156083,0,3
47854,91.603694,21.402989,1.5,false,false,96.961717,0,3
26649,-222.678486,123.501637,1.5,false,false,255.715883,0,2
49438,21.059842,55.023683,1.5,false,false,63.430061,0,1
67380,-122.526843,176.365491,1.5,false,false,216.03209,0,2
28159,-131.013777,76.750581,1.5,false,false,153.647361,0,1
55577,-79.587946,90.911854,1.5,false,false,123.091252,0,3
27552,-244.572155,-110.140531,1.5,false,false,269.255874,0,3
62324,-61.70275,-184.790988,1.5,false,false,196.232486,0,2
12920,-231.709119,-153.364178,1.5,false,false,278.858274,0,3
58982,176.500632,-107.552455,1.5,false,false,208.019839,0,4
37735,-92.527055,-157.572819,1.5,false,false,184.235445,0,1
7039,76.644761,150.288376,1.5,false,false,170.332808,0,3
58534,239.053705,-104.683637,1.5,false,false,262.02593,0,3
9737,-30.285415,-55.68757,1.5,false,false,67.60593,0,3
68496,-123.331524,-101.942614,1.5,false,false,161.725729,0,4
64284,178.498034,58.195917,1.5,false,false,189.210367,0,4
28253,-132.363864,105.907747,1.5,false,false,171.139981,0,2
63285,-98.975599,34.459154,1.5,false,false,107.405086,0,1
676,147.275094,-133.636654,1.5,false,false,200.252237,0,2
57057,84.476107,169.250647,1.5,false,false,190.615436,0,1
7298,16.146324,90.61365,1.5,false,false,94.993618,0,1
37567,-243.837441,127.513384,1.5,false,false,276.167722,0,2
17061,154.101276,-0.892443,1.5,false,false,155.885374,0,3
42231,26.170923,61.298192,1.5,false,false,70.672736,0,3
1343,-8.208813,-100.49134,1.5,false,false,103.528469,0,3
19530,-48.030993,225.982145,1.5,false,false,232.222213,0,4
15774,-200.773731,-112.716416,1.5,false,false,231.446174,0,3
19883,-216.101663,158.689756,1.5,false,false,269.136801,0,4
65857,-240.684159,-107.806259,1.5,false,false,264.770285,0,1
9511,25.854867,10.960999,1.5,false,false,36.61786,0,1
7989,234.02436,64.896572,1.5,false,false,243.990197,0,4
53341,-52.338279,21.522416,1.5,false,false,61.276095,0,4
20644,196.486323,75.405834,1.5,false,false,211.76677,0,4
16077,16.214115,254.522608,1.5,false,false,256.118929,0,4
32842,88.057859,170.994706,1.5,false,false,193.766938,0,4
60095,-157.352124,-98.835121,1.5,false,false,187.297416,0,2
13015,-145.635212,183.393765,1.5,false,false,235.361717,0,2
59667,-143.318541,43.930865,1.5,false,false,151.73126,0,4
31219,107.078148,217.805116,1.5,false,false,243.83816,0,3
44021,62.039979,25.086958,1.5,false,false,70.926472,0,2
51312,72.689769,216.338553,1.5,false,false,229.430648,0,2
51439,23.332136,-246.756615,1.5,false,false,248.968805,0,4
35665,210.3105,-36.995831,1.5,false,false,214.82888,0,2
42741,85.165434,-56.826955,1.5,false,false,105.046199,0,3
34863,97.224204,-132.401287,1.5,false,false,165.936423,0,2
65814,-74.584655,140.162328,1.5,false,false,160.501087,0,1
70655,-3.529797,-93.628036,1.5,false,false,96.59668,0,3
1499,77.582218,95.403285,1.5,false,false,125.192002,0,1
59402,-183.943236,140.606363,1.5,false,false,232.717669,0,4
21188,204.98065,121.093073,1.5,false,false,239.233879,0,1
38098,-51.565285,149.016153,1.5,false,false,159.427233,0,3
43744,-4.563149,-79.790714,1.5,false,false,83.304444,0,3
41340,-71.871321,-70.867255,1.5,false,false,103.633511,0,1
48514,-192.321196,-151.376186,1.5,false,false,245.87485,0,4
53121,124.656888,-162.30099,1.5,false,false,205.993206,0,1
14710,51.900542,-75.813183,1.5,false,false,94.834355,0,1
44187,23.923471,-120.376655,1.5,false,false,124.96048,0,3
59560,-66.333952,-41.203615,1.5,false,false,81.548643,0,4
65722,-25.520663,-193.606569,1.5,false,false,196.690259,0,2
49509,-45.215899,24.200472,1.5,false,false,56.412679,0,4
21243,3.501857,117.594796,1.5,false,false,119.971034,0,2
5572,43.811842,-98.956309,1.5,false,false,110.7433,0,2
5644,178.972501,-176.824208,1.5,false,false,252.685984,0,3
12234,-68.547864,16.128507,1.5,false,false,74.237379,0,2
49615,157.826115,92.583618,1.5,false,false,184.480511,0,4
26756,-142.358721,144.871648,1.5,false,false,204.465278,0,3
57021,-159.029881,-5.456029,1.5,false,false,160.849375,0,2
39473,225.788546,-68.859186,1.5,false,false,237.222058,0,1
31526,125.191625,-193.249913,1.5,false,false,231.453498,0,2
64439,169.0979,52.074644,1.5,false,false,178.488427,0,4
15963,123.795197,-124.732436,1.5,false,false,177.301104,0,3
40473,-66.760538,134.348956,1.5,false,false,151.851445,0,4
1313,-241.754454,23.551608,1.5,false,false,244.03308,0,1
1320,-218.75623,155.833072,1.5,false,false,269.611729,0,1
9386,-102.653213,-67.838684,1.5,false,false,125.26779,0,3
9848,-26.918855,150.534131,1.5,false,false,154.717159,0,3
30805,50.973507,-222.3584,1.5,false,false,229.333396,0,1
32379,-60.588493,-17.315695,1.5,false,false,67.253616,0,3
38846,-185.338312,-35.528372,1.5,false,false,190.170463,0,3
12907,75.228865,-174.924957,1.5,false,false,191.860295,0,1
40737,4.052367,263.368992,1.5,false,false,264.446398,0,2
14494,181.919397,-118.236014,1.5,false,false,218.235359,0,2
33862,22.503402,-226.659634,1.5,false,false,228.983062,0,2
25016,-116.631445,-212.330327,1.5,false,false,243.391273,0,4
51250,-19.585708,-175.446639,1.5,false,false,178.09372,0,2
54687,-228.118525,142.450257,1.5,false,false,269.967382,0,3
35118,-138.143348,26.13388,1.5,false,false,142.544078,0,1
6963,-140.589858,103.755551,1.5,false,false,176.303637,0,3
47374,-11.911667,195.35178,1.5,false,false,197.120409,0,4
18832,112.248836,186.259919,1.5,false,false,218.734561,0,4
68376,-75.412664,-190.958726,1.5,false,false,206.650804,0,4
6204,-210.274106,122.455262,1.5,false,false,244.464191,0,4
22600,166.821535,-103.780376,1.5,false,false,197.868746,0,4
53945,-238.606553,-127.832298,1.5,false,false,271.710201,0,1
22385,-106.156917,-35.348493,1.5,false,false,114.328724,0,2
18468,-62.609181,-138.506795,1.5,false,false,153.80602,0,2
54709,-172.114139,-30.158281,1.5,false,false,176.309526,0,3
37761,17.318627,111.502214,1.5,false,false,115.260264,0,2
58114,40.770063,-33.699133,1.5,false,false,57.879872,0,4
35931,118.919692,-34.077577,1.5,false,false,125.918325,0,4
12968,-202.030472,122.734381,1.5,false,false,237.554814,0,2
13245,40.846894,86.021989,1.5,false,false,98.084154,0,2
10103,158.927722,165.650101,1.5,false,false,230.760107,0,2
29037,-185.123836,-85.073312,1.5,false,false,205.086696,0,3
25250,-19.266561,-178.247233,1.5,false,false,180.819043,0,2
17174,-165.184504,-57.536356,1.5,false,false,176.489667,0,2
33705,126.232726,53.005626,1.5,false,false,138.912013,0,3
20875,-3.178882,-39.789748,1.5,false,false,46.320398,0,4
50403,-239.531936,-41.114243,1.5,false,false,244.168342,0,4
17366,57.422184,-187.837418,1.5,false,false,197.819243,0,2
38301,-163.070297,194.336098,1.5,false,false,254.775765,0,4
48361,-235.3487,-30.920344,1.5,false,false,238.531609,0,2
5782,-238.226466,-68.301998,1.5,false,false,248.936261,0,3
11554,-192.387206,59.654329,1.5,false,false,202.789856,0,1
64575,-165.873694,-170.442437,1.5,false,false,238.991541,0,1
64756,203.455027,58.216563,1.5,false,false,212.921033,0,1
36779,-78.821578,114.16533,1.5,false,false,140.708257,0,2
37967,127.912238,30.999015,1.5,false,false,133.696408,0,4
32666,-239.874667,117.635071,1.5,false,false,268.197904,0,4
70008,18.645435,-52.816218,1.5,false,false,60.740886,0,1
13185,37.691586,-131.134966,1.5,false,false,138.453187,0,4
23260,-18.147324,134.562374,1.5,false,false,137.799158,0,1
42976,-122.220968,190.534962,1.5,false,false,227.582484,0,4
56310,33.564074,124.033805,1.5,false,false,130.626115,0,2
16892,125.027209,-159.717321,1.5,false,false,204.190293,0,2
11167,-13.457982,54.906015,1.5,false,false,61.22122,0,4
61950,33.00985,169.888222,1.5,false,false,174.653681,0,1
29882,-96.066923,-95.134442,1.5,false,false,137.228516,0,3
16626,-221.354668,-27.774342,1.5,false,false,224.32466,0,4
70515,244.283001,-93.15312,1.5,false,false,262.495597,0,3
24291,-107.66686,150.914231,1.5,false,false,186.867621,0,1
50069,234.771769,-112.523269,1.5,false,false,261.402983,0,4
66514,0.094871,-226.72265,1.5,false,false,227.937314,0,4
27529,158.645976,124.719766,1.5,false,false,203.164504,0,4
52906,-125.750393,25.272148,1.5,false,false,130.399742,0,4
44271,172.868931,153.151976,1.5,false,false,232.14531,0,2
39234,10.466941,-89.448091,1.5,false,false,93.073992,0,1
42493,216.576537,121.659688,1.5,false,false,249.516985,0,1
61164,-230.980416,125.128083,1.5,false,false,263.744649,0,1
52786,16.139251,3.723203,1.5,false,false,28.750438,0,4
50602,5.261518,-155.154824,1.5,false,false,157.012589,0,4
32653,-18.908095,272.214972,1.5,false,false,273.880918,0,2
25310,-180.287948,-108.459926,1.5,false,false,211.706282,0,1
37661,-204.710223,97.653267,1.5,false,false,228.023433,0,2
35896,6.713447,190.589857,1.5,false,false,192.150498,0,2
56383,-148.461885,19.567504,1.5,false,false,151.578589,0,4
17146,84.351736,-184.146196,1.5,false,false,203.905092,0,4
66510,-64.1703,166.208737,1.5,false,false,179.70927,0,4
2036,198.942293,-8.20202,1.5,false,false,200.493289,0,4
53324,-66.854706,107.995131,1.5,false,false,129.169463,0,1
32724,133.625321,192.602958,1.5,false,false,235.592605,0,4
37857,143.928371,-124.863293,1.5,false,false,191.985593,0,4
712,-229.664793,138.617726,1.5,false,false,269.282456,0,4
52703,-96.208905,-13.90144,1.5,false,false,100.008267,0,1
55744,-199.570768,63.808681,1.5,false,false,210.837116,0,1
29162,-180.020505,-14.82974,1.5,false,false,182.152555,0,1
5831,-73.439555,-156.053838,1.5,false,false,174.06441,0,4
59648,-212.265392,-124.594936,1.5,false,false,247.250369,0,4
50686,12.416014,-28.04279,1.5,false,false,38.636841,0,1
58989,210.146728,-50.339216,1.5,false,false,217.365898,0,4
1507,-127.380569,98.267442,1.5,false,false,162.587052,0,1
69739,80.306652,-86.722788,1.5,false,false,120.5083,0,2
2590,245.944151,-128.471852,1.5,false,false,278.470451,0,3
51197,-162.791644,-182.393668,1.5,false,false,245.602971,0,3
15082,-117.253935,166.153389,1.5,false,false,204.713664,0,2
4345,151.264885,42.869978,1.5,false,false,158.969023,0,1
48642,50.357423,2.296298,1.5,false,false,55.618279,0,4
32265,67.531601,170.616524,1.5,false,false,184.99396,0,3
71129,-77.648013,41.442457,1.5,false,false,91.098525,0,3
18308,-31.680079,134.520782,1.5,false,false,140.184586,0,1
7149,226.591246,-62.828117,1.5,false,false,236.31169,0,3
71791,76.429864,-45.602105,1.5,false,false,92.050671,0,4
12059,-8.124668,29.229096,1.5,false,false,38.374475,0,1
18223,-122.366933,18.578672,1.5,false,false,125.980488,0,3
17854,197.755032,-159.004102,1.5,false,false,254.836432,0,2
51509,27.057654,-58.374357,1.5,false,false,68.49768,0,2
19985,36.926606,-71.516964,1.5,false,false,83.848079,0,2
33610,-79.642216,-219.105672,1.5,false,false,234.312672,0,4
56710,-226.083887,-25.102295,1.5,false,false,228.683842,0,1
68431,237.354635,139.331325,1.5,false,false,276.229417,0,3
20867,14.82503,-236.386852,1.5,false,false,238.014234,0,3
9804,-225.776925,-101.867704,1.5,false,false,248.806147,0,4
13519,20.67305,35.235997,1.5,false,false,47.129614,0,2
53221,-171.388476,-148.276418,1.5,false,false,227.842393,0,3
